Mean monthly rainfall (mm) - Model Simulations
Refer to Accompanying Documentation
NaN indicates insufficient data is available
Model Climatology 1970-1999
 Year  Annual     JFM     AMJ     JAS     OND
        112.7     0.6    70.4   322.2    57.6
Timeseries in anomalies relative to 1970-1999 mean (mm per month)
20th Century Model Run
 1960  -14.41   -0.47   14.66  -51.42  -20.40
 1961  -14.90   -0.51  -35.37  -41.74   18.00
 1962   -4.91   -0.54  -36.57   15.41    2.07
 1963   23.45    0.99   34.61   62.73   -4.54
 1964   -1.66   -0.35   -9.11   21.43  -18.60
 1965    6.28   -0.35   52.22  -42.63   15.88
 1966  -20.61   -0.45  -55.06  -12.37  -14.55
 1967   -9.23    0.07  -36.31    8.31   -8.98
 1968   -0.63    1.48   40.39   -6.61  -37.79
 1969  -16.85   -0.43  -63.10  -14.85   10.97
 1970    9.24   -0.34  -32.25   65.78    3.79
 1971   -5.66    2.64  -35.12    1.29    8.55
 1972   14.25    0.21   45.78   22.35  -11.34
 1973   -6.41   -0.50    9.89  -18.54  -16.50
 1974  -20.70    1.04  -35.40  -79.64   31.21
 1975    8.75   -0.47   28.21   37.16  -29.92
 1976    6.49   -0.54    6.50   37.05  -17.05
 1977    5.67    0.41  -39.61   25.31   36.58
 1978   -9.31   -0.52  -13.65   -1.08  -22.00
 1979   -7.03    0.15    9.04  -30.25   -7.04
 1980    6.88   -0.47   21.89   20.45  -14.36
 1981  -13.97   -0.42  -25.18  -23.67   -6.62
 1982  -20.86    0.43  -12.06  -52.48  -19.34
 1983   -4.08   -0.48  -24.62  -16.04   24.81
 1984    7.58   -0.24   31.79  -24.07   22.82
 1985   -1.03    0.17   17.76  -11.31  -10.73
 1986    6.56   -0.06   -0.60   -5.94   32.84
 1987   18.61    0.27  -25.53   52.74   46.98
 1988   -2.31    0.01   21.83  -15.09  -16.00
 1989  -18.26   -0.15   13.00  -44.07  -41.82
 1990    5.19   -0.35    1.16   36.99  -17.06
 1991    2.12   -0.50  -32.24   60.27  -19.07
 1992  -14.15   -0.54  -30.89  -40.77   15.57
 1993   -1.93    1.07   26.44  -28.61   -6.60
 1994  -14.47    0.06  -25.06  -19.93  -12.95
 1995    3.18   -0.42  -12.54   25.36    0.33
 1996   11.55   -0.47  -29.03   51.54   24.14
 1997    9.02   -0.53  118.71  -62.49  -19.60
 1998   27.61   -0.12   58.34    4.84   47.37
 1999   -2.51    0.65  -36.55   32.86   -7.00
 2000    7.03    2.25  -20.79   38.99    7.68
Projections under SRES A2 scenario
 2000     NaN     NaN     NaN     NaN     NaN
 2001   12.54   -0.18   53.28  -14.61   11.65
 2002   12.08   -0.38  -47.92   71.35   25.27
 2003  -22.37    0.50  -33.79  -36.34  -19.84
 2004   31.40    0.14   19.82  127.22  -21.57
 2005  -11.80   -0.56   28.85  -82.27    6.81
 2006   23.01    3.39  -27.06   81.61   34.08
 2007   13.33    0.41   41.64   32.22  -20.95
 2008   26.17    3.39   90.04   24.83  -13.56
 2009    9.93   -0.46    1.59   32.51    6.08
 2010   41.41   -0.02   -2.78   59.65  108.79
 2011   -3.00    0.66  -15.53   11.04   -8.18
 2012  -31.31    0.53  -34.19  -95.83    4.25
 2013    7.73   -0.48  -16.58   15.88   32.09
 2014    6.39   -0.40   10.93   15.33   -0.32
 2015   16.11    0.01  -52.60   61.13   55.89
 2016  -24.34   -0.31  -63.95  -67.49   34.41
 2017  -20.98   -0.57  -16.74  -47.20  -19.43
 2018   16.27    0.46   19.05   41.19    4.39
 2019   27.46    0.19   97.06   -3.87   16.45
 2020   11.22    0.01  -46.90   91.82   -0.03
 2021   -0.06   -0.34  -33.63   10.65   23.10
 2022    6.69   -0.55   24.50   17.24  -14.43
 2023  -26.54    1.25  -56.51  -34.09  -16.83
 2024    0.25   -0.52   -1.68    1.25    1.96
 2025   17.07   -0.48   31.06   30.20    7.52
 2026   -9.30   -0.57  -29.64    1.70   -8.69
 2027   28.15   -0.16   61.74   30.79   20.21
 2028   11.74   -0.50    4.28   -6.47   49.64
 2029   -3.37   -0.46  -54.06   40.60    0.46
 2030   -4.17   -0.07   25.15  -61.31   19.56
 2031    3.55   -0.51   28.21  -23.40    9.91
 2032  -40.16   -0.50  -55.49  -79.94  -24.69
