Mean monthly rainfall (mm) - Model Simulations
Refer to Accompanying Documentation
NaN indicates insufficient data is available
Timeseries in anomalies relative to 1970-1999 mean (mm per month)
 YEARAnnualJFMAMJJASOND
20th Century Model Run
 1960  -14.41   -1.68  -18.81  -51.42  -20.40
 1961  -14.90   -2.34  -35.37  -41.74  -16.73
 1962  -15.12   -0.95  -36.57  -39.15  -18.87
 1963  -44.51   -0.96  -31.69 -137.34  -12.88
 1964   -6.73   -1.58   -9.11  -20.07  -18.60
 1965   -9.83   -1.60  -21.23  -42.63  -14.06
 1966  -20.61   -1.11  -55.06  -39.45  -14.55
 1967  -17.58   -0.72  -36.31  -47.50  -36.28
 1968  -36.24   -1.59  -34.90  -81.51  -37.79
 1969  -16.85   -0.94  -63.10  -21.88  -35.60
 1970  -11.53   -1.61  -32.25  -49.30  -20.12
 1971  -14.05   -2.36  -35.12  -47.06  -19.07
 1972  -18.64   -0.95  -45.42  -21.13  -13.19
 1973  -37.66   -0.93  -24.75 -104.19  -21.35
 1974  -20.70   -1.66  -35.40  -79.64  -16.00
 1975  -12.52   -1.43  -25.90  -39.81  -29.92
 1976   -5.51   -1.98  -32.60  -16.70  -17.05
 1977   -9.53   -0.81  -39.61  -21.93  -10.67
 1978  -12.20   -1.67  -44.13  -27.48  -22.00
 1979  -11.18   -1.48  -31.42  -33.49  -19.94
 1980  -18.98   -2.13  -54.83  -33.89  -14.36
 1981  -14.88   -0.96  -26.75  -48.53  -12.80
 1982  -20.86   -2.15  -13.67  -52.48  -53.45
 1983  -27.87   -2.36  -34.28  -48.73  -43.70
 1984  -19.13   -1.26  -25.00  -35.64  -18.41
 1985  -18.99   -1.54  -21.72  -22.10  -31.90
 1986  -13.09   -1.84  -30.65  -31.53  -30.49
 1987  -20.63   -1.43  -32.77  -40.92  -16.33
 1988  -16.53   -1.44  -10.65  -43.79  -16.00
 1989  -18.26   -1.89  -53.58  -44.07  -41.82
 1990   -8.70   -0.97   -6.94  -30.40  -17.06
 1991   -7.52   -0.98  -32.24  -24.57  -19.07
 1992  -14.15   -1.29  -32.86  -40.77  -16.67
 1993   -7.43   -0.88   -8.03  -29.71   -6.60
 1994  -14.47   -1.56  -25.06  -19.93  -22.31
 1995  -51.37   -1.84  -32.88 -154.01  -20.19
 1996  -17.92   -2.05  -29.03  -50.45  -18.35
 1997   -4.39   -1.14  -33.83  -62.49  -19.60
 1998   -4.85   -1.67  -24.41  -15.39   -8.40
 1999  -10.45   -1.71  -36.55  -39.72  -13.21
 2000  -11.02   -1.22  -31.03  -37.15   -6.98
Projections under SRES A2 scenario
 2000   -5.51   -0.99   -6.59  -22.92   -7.16
 2001  -19.77   -2.28  -11.40  -53.64  -14.74
 2002   -3.77   -1.21  -47.92  -16.23  -11.39
 2003  -49.87   -1.86  -33.79 -151.85  -19.84
 2004  -32.86   -1.25   -9.91 -161.86  -21.57
 2005  -11.80   -1.35  -39.54  -82.27  -11.83
 2006   -6.54   -2.08  -27.06  -33.74  -14.99
 2007  -22.69   -1.88  -48.57  -29.42  -20.95
 2008  -12.06   -2.22  -24.58  -41.54  -15.50
 2009  -13.48   -1.10  -37.16  -16.59  -16.55
 2010  -13.58   -1.66  -19.11  -32.34  -17.41
 2011  -13.10   -1.28  -15.53  -38.54   -9.03
 2012  -31.31   -1.35  -34.19  -95.83  -20.29
 2013  -17.48   -1.41  -35.16  -67.27  -25.50
 2014  -14.69   -2.54  -24.39  -50.60  -15.61
 2015  -10.30   -1.00  -52.60  -48.52  -32.53
 2016  -24.34   -2.02  -63.95  -67.49  -26.31
 2017  -20.98   -1.18  -16.74  -47.68  -19.43
 2018  -11.89   -0.97  -23.59  -38.39   -8.78
 2019  -10.71   -2.08  -32.66  -19.81  -52.02
 2020  -13.92   -1.08  -46.90  -63.95   -9.94
 2021  -15.62   -0.70  -33.63  -56.43   -8.37
 2022  -18.75   -1.85  -23.48  -78.66  -15.32
 2023  -26.54   -0.94  -56.51  -34.09  -23.30
 2024  -13.72   -1.43  -24.20  -33.98  -35.03
 2025  -41.62   -2.38  -38.18 -107.55  -22.97
 2026  -12.65   -1.76  -29.64  -44.88  -28.38
 2027   -9.26   -2.01  -31.33  -33.66  -12.63
 2028   -9.72   -1.14  -32.99  -33.46   -4.90
 2029   -8.41   -1.52  -54.06  -29.48  -19.39
 2030  -21.90   -1.28   -8.12  -63.53  -15.93
 2031  -19.73   -1.41  -37.24  -49.97  -13.86
 2032  -40.16   -1.58  -55.49  -79.94  -24.69
 2033  -18.86   -1.55  -17.84  -53.49  -12.70
 2034  -14.97   -0.76  -31.57  -56.26  -37.75
 2035  -18.78   -1.42  -34.72  -58.99  -12.74
 2036  -53.43   -1.19  -34.53 -148.61  -30.63
 2037  -41.44   -1.95  -54.17  -93.46  -28.32
 2038  -10.67   -0.48  -19.38  -33.65  -48.78
 2039  -13.26   -1.91   -9.28  -51.45  -12.25
 2040  -14.38   -1.57  -24.95  -35.79  -16.42
 2041  -17.29   -2.87  -34.05  -87.68  -43.40
 2042  -29.82   -1.38  -37.59 -119.23   -9.39
 2043  -11.84   -1.23  -13.86  -36.61  -34.34
 2044  -35.53   -1.69  -48.84  -78.22  -30.19
 2045   -9.37   -1.88  -59.81  -34.33   -9.49
 2046  -13.18   -1.38  -14.55  -95.86  -10.06
