Mean monthly rainfall (mm) - Model Simulations
Refer to Accompanying Documentation
NaN indicates insufficient data is available
Model Climatology 1970-1999
 Year  Annual     JFM     AMJ     JAS     OND
        102.8     1.3    53.5   299.9    56.4
Timeseries in anomalies relative to 1970-1999 mean (mm per month)
20th Century Model Run
 1960   10.39   -0.19   26.67    4.31   10.76
 1961    4.80   -0.85  -29.30   63.19  -13.83
 1962   23.58    0.05   21.56   69.67    3.04
 1963  -33.43   -0.38  -31.44  -95.75   -6.17
 1964    9.23    1.22   38.02    2.82   -5.16
 1965   28.07   -0.41   42.79   29.83   40.09
 1966    0.34   -0.68    8.98   -8.81    1.87
 1967  -15.96   -0.46  -28.43   -4.21  -30.76
 1968  -28.67   -0.36  -39.79  -54.39  -20.14
 1969    6.95    1.43   -0.34   59.79  -33.07
 1970  -14.28   -0.40  -24.35  -14.21  -18.17
 1971    7.81   -0.89   10.35   36.49  -14.72
 1972   12.00   -0.29   17.72    3.64   26.94
 1973  -16.45   -0.09  -22.59  -30.01  -13.10
 1974   14.63   -0.04  -23.98   55.50   27.02
 1975    2.06    0.80   -7.61   35.37  -20.31
 1976   10.75    0.77    5.92   17.18   19.11
 1977   15.70   -0.54   12.80   27.96   22.59
 1978    1.73   -0.54    4.88    6.23   -3.63
 1979   14.50   -0.59   21.11   23.39   14.10
 1980  -10.02    0.17  -28.71  -11.46   -0.09
 1981   19.56   -0.65    6.87   39.10   32.94
 1982  -24.19   -1.08    7.75  -51.52  -51.90
 1983  -27.49   -1.14  -37.47  -38.19  -33.15
 1984  -21.63   -0.44  -29.41  -32.85  -23.82
 1985  -13.49   -0.69  -12.84  -13.93  -26.50
 1986    3.41    2.06   13.97   24.08  -26.48
 1987  -21.31   -0.11  -42.18  -27.85  -15.08
 1988   15.47   -0.56   18.51   31.44   12.50
 1989    9.89   -1.19   34.35    3.86    2.53
 1990    8.83   -0.37   69.41  -19.51  -14.20
 1991    3.92    3.49    6.32  -24.87   30.73
 1992    8.93   -0.77   10.90   15.96    9.63
 1993   25.55    0.27   27.70   42.94   31.28
 1994    1.54   -0.66   -8.24   32.90  -17.86
 1995  -36.98    2.22  -42.10  -92.61  -15.42
 1996   -7.00   -0.98   -8.54  -10.61   -7.89
 1997   -4.53    2.91  -40.91    0.44   19.46
 1998    2.42   -0.10    2.18  -27.13   34.72
 1999   18.67   -0.59   58.21   -1.74   18.78
 2000   10.21   -0.67  -20.82   55.41    6.93
Projections under SRES A2 scenario
 2000     NaN     NaN     NaN     NaN     NaN
 2001   17.50    0.57   41.64   32.50   -4.71
 2002   -4.34   -0.68  -41.01   25.55   -1.21
 2003  -34.56   -0.76  -29.09  -88.07  -20.33
 2004  -19.61   -1.01   21.83 -114.31   15.06
 2005   26.36    0.92   -3.98   91.49   16.99
 2006   -5.77   -0.78  -27.26  -11.94   16.89
 2007   -2.17   -1.04  -38.15   43.42  -12.90
 2008    5.15   -0.34   -6.98   41.03  -13.13
 2009   12.92   -0.91   36.50   -1.20   17.31
 2010  -11.80   -0.67  -18.60  -32.22    4.29
 2011   27.07   -0.87   67.19   31.00   10.96
 2012    0.45   -0.41  -30.59   52.87  -20.05
 2013    6.29   -0.04   35.18   10.11  -20.08
 2014   -2.29   -0.95    1.00  -32.60   23.40
 2015   -0.01   -0.07   -0.27   24.50  -24.19
 2016  -24.18    0.47  -25.51  -47.95  -23.72
 2017   -1.20   -0.04  -10.74   -0.96    6.95
 2018   -5.41   -1.11  -20.30  -13.10   12.86
 2019   -3.50   -0.06   -9.91   45.08  -49.13
 2020    0.83    2.35   12.17  -27.49   16.29
 2021   -6.27   -0.06   -6.87  -28.13   10.00
 2022   -0.93   -0.25   14.45  -39.54   21.60
 2023    6.24    7.16    9.73   29.93  -21.88
 2024   -6.79   -0.86  -27.61   35.51  -34.18
 2025  -35.85   -0.60  -49.97  -72.37  -20.45
 2026    1.67   -0.24  -14.92   50.42  -28.58
 2027   -4.62    0.43  -21.28    6.99   -4.64
 2028    7.19   -0.94  -15.45    8.91   36.25
 2029    7.90   -1.05   10.46   43.59  -21.41
 2030   51.89    4.75   30.56  112.66   59.57
 2031   -4.49   -0.81   -3.49    6.31  -19.94
 2032    2.30   -0.55  -39.12   24.74   24.13
