Mean Monthly Precipitation - Observed Records - % Anomalies relative to 1971-2000 mean
Refer to Accompanying Documentation
NaN indicates insufficient data is available
1970-1999 Climatology
YEAR   Annual     DJF     MAM     JJA     SON
         80.6   202.6    69.4     1.0    48.7
Timeseries in anomalies relative to 1970-1999 mean (%)
YEAR   Annual     DJF     MAM     JJA     SON
 1960   23.33   22.38   25.83    7.97   26.94
 1961    8.72   13.99   25.96   -8.54   21.05
 1962   14.09   18.94    4.16  -52.58  -18.42
 1963    9.30   14.85   -0.66  -71.49    8.04
 1964  -19.36  -14.70  -53.24  -74.75  -29.73
 1965   -8.18   -0.46  -32.67  -35.36   -9.72
 1966  -12.52    5.54  -58.50  -76.14  -40.66
 1967  -16.96   -6.53  -30.51  -67.52  -34.32
 1968   -8.41   -4.23  -17.20  -17.40  -43.50
 1969    4.30   12.63    0.24  -57.87  -23.14
 1970  -23.68  -26.26  -44.28  -49.94   -4.14
 1971   -0.15   -4.00  -32.31  -74.56   -0.37
 1972   -5.35   -6.33    6.71  -68.61  -24.44
 1973  -17.10  -18.05  -22.34  -69.91   -9.08
 1974   -2.97   -2.54  -10.51   -3.33    0.70
 1975   -0.99    3.46    7.06  -49.85  -47.22
 1976    2.20   -8.67   42.64  -52.12  -15.80
 1977  -11.65   -3.71  -27.39  -14.32  -17.06
 1978   10.08    8.26   17.12  -44.52   11.40
 1979   13.76    1.22  -26.19  -23.63   45.38
 1980    3.43   -4.69   24.29  -29.19    7.14
 1981    1.73    7.85    1.80  -23.11  -23.97
 1982   -6.66  -16.47  -23.68   -7.65   55.52
 1983  -16.75  -16.81  -17.65    5.42  -19.48
 1984   -6.34   -3.35  -25.78  -14.65    7.46
 1985    0.84    7.37   -6.39   -8.25  -17.01
 1986   12.98    3.33   18.81  -11.50   36.03
 1987  -18.65  -10.46  -38.13  -30.08  -27.54
 1988   -1.61   -2.30    4.57   58.39  -10.30
 1989    3.34    8.49    9.32  -45.83  -25.22
 1990   -7.44    2.35  -12.68  -57.37  -39.31
 1991   -3.57   -1.90  -14.53   -2.30    1.95
 1992  -20.70  -27.94  -12.53  -58.03  -10.00
 1993    6.96    7.88    3.51   -7.57    0.70
 1994  -22.22   -9.82  -57.77  -25.10  -30.10
 1995  -23.33  -16.16  -40.86  -23.03  -31.04
 1996   -9.61   -3.41  -13.80  -63.40  -27.76
 1997    6.15    7.75   -0.75  -33.17    9.55
 1998   -0.87    5.15  -14.88  -59.13  -20.60
 1999   -1.63   -8.34   16.09   17.69    1.44
 2000   -6.11  -11.81   21.97  -47.80  -21.97
 2001    5.93    6.68    8.82   28.29   -1.84
 2002   -6.55  -16.91    3.01  -37.19   23.04
 2003    1.99    2.21   20.14  -15.11  -24.55
 2004    9.74    2.91   41.05   11.55   -7.20
 2005  -13.57  -20.08  -14.27  194.48    9.06
 2006   -0.23   -1.16    2.60  -47.54    0.70
