Mean monthly rainfall (mm) - Model Simulations
Refer to Accompanying Documentation
NaN indicates insufficient data is available
Model Climatology 1970-1999
 Year  Annual     JFM     AMJ     JAS     OND
        148.2    26.8   201.7   283.5    80.8
Timeseries in anomalies relative to 1970-1999 mean (mm per month)
20th Century Model Run
 1960   15.37   10.96   79.47    4.83  -33.77
 1961   27.67    0.66   55.99   15.79   38.22
 1962   -1.42    4.19  -42.36   -0.25   32.73
 1963  -14.42   -2.34   -2.78  -20.77  -31.79
 1964   -6.13    2.04  -13.21   -4.48   -8.89
 1965   20.52   26.31   19.23    7.62   28.93
 1966  -13.13  -12.77    2.35  -55.84   13.73
 1967  -36.84   11.30  -72.12  -71.75  -14.80
 1968   -6.96   10.13  -12.26    8.02  -33.72
 1969   11.60    6.62   11.55   24.16    4.09
 1970  -22.77   10.39  -83.01  -15.22   -3.24
 1971  -20.44   -9.12  -15.04  -49.19   -8.42
 1972   13.85   13.56    2.95   45.39   -6.48
 1973   10.26   -3.94   26.23   33.23  -14.47
 1974    2.10    3.97   40.03  -63.97   28.39
 1975   -8.79   -6.70   16.32  -14.26  -30.53
 1976   -4.07  -18.89  -35.02   29.80    7.84
 1977   12.09   -1.26  -36.48   60.57   25.52
 1978    1.94    1.53    7.70   27.57  -29.02
 1979  -14.86   -0.35  -39.79   -1.97  -17.32
 1980  -11.04   -4.30  -22.92   -0.84  -16.08
 1981    0.24    5.10   54.36  -61.43    2.92
 1982  -31.95   -0.11  -45.61  -65.53  -16.52
 1983   -5.26  -21.59   -6.84   15.38   -7.98
 1984   19.03    4.34    7.21   63.53    1.02
 1985   -0.53  -13.19  -26.30   13.18   24.17
 1986   -6.19  -10.97   27.96  -48.57    6.82
 1987  -24.46  -12.41  -52.07  -50.08   16.72
 1988    7.05   -5.40   55.94  -12.50   -9.84
 1989   12.32   28.47   12.04   24.68  -15.91
 1990   15.89   20.29  -13.14   75.78  -19.38
 1991    5.57    4.26   31.73   -5.32   -8.41
 1992    2.70  -11.20   15.43    0.28    6.27
 1993   12.50   20.28    4.05   12.49   13.18
 1994  -16.69   -1.73  -59.75  -23.79   18.51
 1995   -5.18   13.45   42.72  -85.28    8.38
 1996    1.37    2.45  -16.24    4.38   14.87
 1997   11.51  -10.43   26.96   33.67   -4.15
 1998   64.11    7.68   90.53  108.24   50.01
 1999  -20.30   -4.19   -9.92  -50.21  -16.88
 2000  -11.73   -1.60   -7.89  -31.11   -6.30
Projections under SRES A2 scenario
 2000     NaN     NaN     NaN     NaN     NaN
 2001   31.35    2.16   20.18  107.84   -4.76
 2002   26.83   -0.52   30.85   36.94   40.07
 2003   23.57    1.60   16.98   78.42   -2.72
 2004   40.79   10.75    9.31  104.56   38.54
 2005   12.23    7.64    4.38   10.10   26.82
 2006   19.34   -0.85    7.44   45.99   24.76
 2007    5.27   -2.71  -15.47   42.39   -3.14
 2008    3.43   24.08   15.92  -17.05   -9.21
 2009   12.99  -13.53   29.65   30.20    5.62
 2010    5.66   -1.53  -87.30   81.05   30.41
 2011    1.90  -19.07  -33.79    8.55   51.92
 2012   -9.63  -15.28   -3.53  -20.83    1.10
 2013   -2.43    0.33   -4.48   -4.15   -1.41
 2014   -1.84   -5.17  -33.68   31.35    0.16
 2015    0.25    0.68  -34.57  -17.21   52.11
 2016    9.45  -10.47   29.44  -27.57   46.41
 2017   15.30    1.97   29.40   43.79  -13.97
 2018   11.62   -5.60   26.51   17.66    7.92
 2019   25.44  -10.92  -41.06  117.57   36.16
 2020  -18.86   -5.84  -39.33  -50.22   19.95
 2021    8.87  -19.93   34.96   16.44    4.00
 2022   -8.43  -18.45   13.84  -25.05   -4.07
 2023   -9.54    5.11  -15.16  -16.19  -11.92
 2024   20.15   -0.22   11.65   19.07   50.10
 2025   11.36    0.99   57.35  -60.41   47.52
 2026   -8.84    7.15  -16.23  -10.45  -15.83
 2027   15.23   -0.99    8.53  -10.57   63.96
 2028   10.57   -5.65    0.90   15.68   31.37
 2029  -22.28  -17.95  -58.45  -74.15   61.42
 2030  -40.50   -8.07  -55.05  -76.41  -22.49
 2031   18.66    7.70   35.65   36.95   -5.68
 2032  -23.62  -15.61  -89.91  -11.03   22.08
 2033  -10.26  -10.37   11.42  -43.61    1.51
