Mean monthly rainfall (mm) - Model Simulations
Refer to Accompanying Documentation
NaN indicates insufficient data is available
Model Climatology 1970-1999
 Year  Annual     JFM     AMJ     JAS     OND
         59.0     7.4    44.4   161.2    23.0
Timeseries in anomalies relative to 1970-1999 mean (mm per month)
20th Century Model Run
 1960  -24.60   -3.56    0.42  -80.60  -14.66
 1961    5.91    0.36   23.90    8.48   -9.11
 1962    3.21   -5.97  -28.37   47.68   -0.50
 1963    9.51   -2.13  -12.36   40.45   12.08
 1964   -2.04    1.97  -16.49    7.26   -0.89
 1965   11.96   -5.71    0.61   48.06    4.88
 1966   -1.94   -5.90   -7.86   22.17  -16.16
 1967    3.61    2.00   -8.63    4.22   16.85
 1968    7.34    1.95   -0.53   37.64   -9.72
 1969   -0.18   -5.81   -7.30   18.32   -5.94
 1970  -16.71    7.27   21.69  -88.75   -7.07
 1971    0.53   -4.25  -17.16   31.40   -7.84
 1972  -16.45   -2.72  -18.44  -28.23  -16.41
 1973   -1.00    3.55  -12.01    8.74   -4.27
 1974   -9.90   -1.96   -4.76  -22.00  -10.89
 1975   10.18   10.70   -0.44   40.23   -9.76
 1976   25.83    3.08   35.92   17.03   47.30
 1977   -0.10   -2.30   23.08  -11.07  -10.12
 1978    0.35   -3.87    3.10   -3.22    5.39
 1979    6.20   -5.47  -14.64   36.68    8.25
 1980   23.46   -1.85   28.09   22.39   45.22
 1981    9.59    5.49   50.40    2.96  -20.47
 1982    4.23   -6.58   -9.33   16.62   16.21
 1983  -29.41   -3.97  -21.41  -72.40  -19.85
 1984   -2.92    3.34   -6.88   -1.55   -6.57
 1985    6.06    0.91    2.76   27.02   -6.45
 1986   -4.84    8.25  -10.73   -1.05  -15.81
 1987  -12.96   -3.02    0.64  -49.53    0.09
 1988   16.63    8.43  -23.09   80.40    0.77
 1989  -22.03   -4.98  -15.77  -54.34  -13.02
 1990   -2.51    3.33   30.03  -41.21   -2.21
 1991   -2.98    3.77  -21.54   17.55  -11.69
 1992   -1.11    2.16  -28.11   29.80   -8.27
 1993   11.64   -0.43   52.01  -20.02   15.00
 1994  -16.32   -2.72  -17.31  -33.83  -11.41
 1995    6.42   -6.60  -24.59   57.80   -0.93
 1996   -4.02   -1.83   13.27  -43.78   16.28
 1997  -19.01    0.76   -9.48  -61.50   -5.82
 1998   25.19   -6.00   -2.23   87.72   21.26
 1999   15.93   -2.47   -3.04   56.15   13.08
 2000     NaN     NaN     NaN     NaN     NaN
Projections under SRES A2 scenario
 2000   21.27    7.22   12.44   39.91   25.50
 2001  -30.71   -2.71    8.87 -111.00  -17.99
 2002   -7.59   -4.69  -29.71   -0.19    4.24
 2003   11.89   -3.98   -4.68   33.24   22.99
 2004   -3.59    1.72   12.78  -19.34   -9.53
 2005   -7.20   -5.33   21.22  -43.73   -0.95
 2006  -25.10    0.49   22.07 -104.71  -18.25
 2007   -0.44   -5.82   16.76   -6.07   -6.63
 2008   10.61   -1.03  -15.66   46.29   12.82
 2009   -0.88   -4.55    7.38  -11.86    5.53
 2010   15.90   -4.21   17.91    9.90   39.99
 2011   14.23    0.05   11.83   29.01   16.02
 2012   18.28   -5.63   32.04   42.77    3.94
 2013  -15.44    3.77   -2.22  -55.15   -8.14
 2014   -7.21   -5.35   -4.00   -6.82  -12.67
 2015   15.41   -2.74   32.95   12.31   19.13
 2016  -26.26    3.42    3.14  -94.37  -17.25
 2017  -10.81   -6.81  -25.82  -16.71    6.08
 2018   18.45   -2.66    4.41   73.09   -1.04
 2019  -11.41    0.73   53.96  -88.75  -11.58
 2020   -6.14    9.09   14.34  -70.73   22.74
 2021   -8.57   -5.82   -8.46  -34.55   14.56
 2022  -20.35   -5.88   -0.55  -60.72  -14.26
 2023    4.44   -2.56    1.74  -14.51   33.09
 2024  -17.99    6.93   13.73  -82.39  -10.23
 2025   29.96   -3.13   42.08   23.90   57.01
 2026   10.26   -0.66   -7.36   25.43   23.65
 2027    9.45   -0.53  -24.71   60.55    2.47
 2028   -3.61    0.95    4.26  -24.27    4.62
 2029   19.52   -6.65    4.40   73.30    7.03
 2030    1.17   -4.62   26.62  -25.14    7.80
 2031  -11.84   -2.90  -15.95  -46.88   18.38
 2032   -7.17   -2.82   70.68  -82.88  -13.67
