Mean monthly rainfall (mm) - Model Simulations
Refer to Accompanying Documentation
NaN indicates insufficient data is available
Model Climatology 1970-1999
 Year  Annual     DJF     MAM     JJA     SON
        114.0   324.1    94.0     4.7    32.9
Timeseries in anomalies relative to 1970-1999 mean (mm per month)
20th Century Model Run
 1960  -18.34   -7.82   30.96    4.02  -26.96
 1961   18.88   76.19   11.91    1.47  -14.07
 1962   -3.02  -50.59   24.45    1.99   12.08
 1963   -9.40  -23.51  -15.74   -1.44    3.09
 1964   -7.08  -74.20   20.91   -2.41   27.40
 1965    8.35    7.41   16.79    1.35    7.86
 1966   10.79   28.66   31.27    2.53  -19.30
 1967  -14.21  -53.35  -11.38    1.96    5.93
 1968  -20.38 -114.89   59.14    1.49  -27.26
 1969   -7.06  -66.59    6.19   -0.59   32.74
 1970   11.55   42.04    3.47   -0.55    1.23
 1971   17.99   35.73   38.54   -0.62   -1.69
 1972   -7.53    8.75  -25.02    0.60  -14.44
 1973   15.13   -2.06    3.16    2.39   57.01
 1974  -17.44  -28.92  -20.71   -1.41  -18.73
 1975   17.78   32.97   19.39    1.23   17.53
 1976   10.38   28.20   29.16    7.54  -23.39
 1977   16.72  -29.56   89.26    1.15    6.03
 1978    9.68  -24.06    7.47   -0.10   55.42
 1979   15.89   39.66   18.80   -2.44    7.55
 1980    2.56  -23.54   17.83   -1.31   17.28
 1981   -4.98    7.05  -33.46   -2.60    9.08
 1982  -14.99  -47.15    5.78    1.40  -19.99
 1983    2.18   34.10  -11.97    1.41  -14.82
 1984  -17.72  -98.81   17.41   -3.54   14.06
 1985   10.19   62.29   -5.03   -3.69  -12.80
 1986   13.31   46.65   -7.66    4.40    9.83
 1987   -4.63   14.71  -24.79   -0.52   -7.94
 1988  -25.19  -54.46  -51.59   -1.17    6.46
 1989   19.75   81.41   28.64   -2.97  -28.07
 1990  -21.88  -51.37  -21.65   -1.77  -12.72
 1991  -35.16 -108.53   -8.73   -0.33  -23.06
 1992    9.50   -9.86   26.48   -2.79   24.18
 1993  -13.67   -3.47  -54.99    5.95   -2.18
 1994    9.15    5.72   52.48    0.94  -22.52
 1995  -36.16  -76.30  -58.09    0.97  -11.22
 1996   27.07   70.33   44.95   -0.84   -6.16
 1997   -2.33   12.51    0.63   -3.81  -18.65
 1998   -4.50   15.50  -60.96    0.44   27.02
 1999   -2.66   20.45  -18.83    2.04  -14.30
 2000   -4.89   21.80  -36.56   -3.10   -1.69
Projections under SRES A2 scenario
 2000     NaN     NaN     NaN     NaN     NaN
 2001     NaN     NaN  -13.28    3.06    0.73
 2002    3.09   53.16  -13.57    1.65  -28.89
 2003   -1.77    0.64  -18.40   -3.25   13.91
 2004  -23.90  -55.50  -25.49   -3.58  -11.02
 2005   14.84   -2.34    7.32   -1.47   55.85
 2006   16.65   44.53   16.87   -1.44    6.64
 2007   23.64   16.76   70.20   -1.24    8.87
 2008    3.25 -109.13   71.57    0.42   50.14
 2009   29.55   19.78   70.30   10.73   17.38
 2010  -16.34  -24.02  -36.20   -2.57   -2.58
 2011    3.52   27.19  -10.03    2.44   -5.52
 2012   -3.56  -21.52   26.64   -1.03  -18.33
 2013   -9.09   -3.60  -38.93   -2.03    8.19
 2014   19.64   75.11   20.30   -1.93  -14.94
 2015  -36.28 -121.05  -41.61    3.60   13.92
 2016  -13.94  -36.91  -18.08   -2.72    1.94
 2017   31.44  113.75   15.38   -2.20   -1.16
 2018    2.54  -32.33    8.59   -2.46   36.35
 2019   11.74    0.57   62.32   -1.31  -14.62
 2020  -47.91 -132.16  -45.19   -0.83  -13.47
 2021    9.29   48.66   -0.33   -2.21   -8.96
 2022   26.61  113.93   18.67    4.60  -30.76
 2023  -44.68 -108.50  -57.16    7.99  -21.07
 2024   16.36   24.41   32.37   14.05   -5.40
 2025  -25.39  -33.11  -51.07    0.19  -17.54
 2026  -11.63  -35.25    1.37    4.57  -17.19
 2027   -4.64  -14.94   22.16   -2.32  -23.46
 2028   -0.70   -7.31   26.00    1.00  -22.48
 2029   -2.55  -34.23   18.22    1.68    4.14
 2030  -37.58  -86.31  -36.91   -3.04  -24.06
 2031   22.95   15.55   59.28    2.71   14.24
 2032   15.33  102.10  -10.76   -2.11  -27.91
 2033   -7.60   -4.54  -14.93   -0.95  -10.00
 2034  -40.76  -78.47  -53.28   -1.99  -29.32
 2035  -16.91  -66.05  -34.09   -2.29   34.80
 2036   -0.39    3.87  -51.13   -0.85   46.57
 2037  -26.96  -75.56  -12.01   -2.03  -18.25
 2038   10.20   25.87   -5.36    1.42   18.86
 2039  -17.67  -29.68  -21.28   -2.18  -17.53
 2040   13.27   45.90   22.03   -2.41  -12.42
 2041    8.63   30.02  -44.69   -0.70   49.90
 2042   26.67  105.83   -0.36   -2.06    3.25
 2043  -13.88  -36.78  -45.32   -3.30   29.88
 2044  -16.40  -88.83    0.80   -3.55   25.98
 2045  -13.50  -60.65   31.37    0.84  -25.56
 2046   29.28   95.07   24.64   -2.16   -0.42
 2047    4.17  -20.74   28.59   -0.48    9.32
 2048   15.09   71.76   11.21    0.84  -23.46
 2049  -32.51 -121.49  -37.63    7.94   21.13
 2050   31.01   87.78   30.47   13.57   -7.78
 2051   -9.41  -48.49   24.04    7.38  -20.56
