Mean Monthly Precipitation - Observed Records - % Anomalies relative to 1971-2000 mean
Refer to Accompanying Documentation
NaN indicates insufficient data is available
1970-1999 Climatology
YEAR   Annual     JFM     AMJ     JAS     OND
         28.5     1.5    23.7    83.9     5.0
Timeseries in anomalies relative to 1970-1999 mean (%)
YEAR   Annual     JFM     AMJ     JAS     OND
1960      NaN     NaN     NaN     NaN     NaN
1961    30.34  -34.09   15.97   39.08  -36.58
1962    27.10  232.99    7.66   31.28   21.25
1963    13.22    5.40   24.19    8.04   47.82
1964    25.62   24.58   12.25   31.01   -2.01
1965    -2.89    1.81    1.45   -1.60  -38.38
1966    12.62  -11.87   74.58   -2.21   -3.53
1967    12.03  -60.78   -7.02   17.92    4.92
1968     3.31  -61.70   53.06   -5.24  -54.39
1969     7.02  339.98   22.36    0.03   20.45
1970     6.38  -19.25  -14.77   16.14  -53.45
1971    -8.08   -5.87  -24.54   -0.87  -50.94
1972   -10.91  -24.78   15.08  -20.76   35.29
1973   -14.71  -62.96  -24.64  -12.38   -6.63
1974     4.84  -18.61   -6.48   10.57  -33.53
1975    11.35    9.33  -16.71   21.20  -25.64
1976    -4.82   95.18    3.83  -14.09   88.13
1977    -2.16  -76.70   -9.52    3.13  -44.51
1978     4.14    9.46   18.95    2.82  -33.09
1979    15.98   18.61   27.35   11.84   32.90
1980    13.42  -36.48   39.62    8.70  -12.38
1981     9.88   -7.13   12.65   10.52   -8.42
1982    -4.32    7.39    5.59   -6.26  -14.49
1983    -6.58  -81.40   -4.60   -2.14  -71.73
1984   -29.13   21.85   -1.93  -37.61  -13.24
1985   -13.70  310.08  -11.93  -14.00  -45.38
1986   -11.25  -11.77  -38.80   -3.90  -14.08
1987   -27.27  -63.06   -7.73  -31.18  -40.93
1988    24.52   -7.38    8.67   34.36  -55.84
1989    -4.19  -64.63    8.13   -8.52   17.72
1990   -23.48  -71.96  -16.48  -25.62  -14.38
1991     5.07  -49.26   60.64   -8.05   -9.16
1992    -3.07   73.14  -16.14    1.03  -20.26
1993   -14.15  -63.99   14.58  -21.97   -4.38
1994    34.21   44.20  -18.35   46.38   54.85
1995     7.35   50.64    6.07    6.42   21.82
1996    -4.03    4.42   32.03  -12.37  -19.84
1997     4.27   22.75   21.08   -1.05   16.42
1998    15.66  -86.63  -27.40   20.86  112.02
1999    24.79   84.81  -34.24   26.80  213.15
2000    -5.87  246.57  -10.22   -4.30  -35.20
2001    21.69 1121.89    3.23   13.58  109.72
2002   -11.14  -35.38  -34.18  -16.17  151.23
2003    31.95   96.11   47.42   23.08   96.68
2004     5.66    8.19   22.19    1.51    3.32
2005    17.78  -15.07   77.37    6.57  -41.21
2006    32.70 1262.24   28.90   22.14   89.32
