Mean monthly rainfall - Model Simulations
Refer to Accompanying Documentation
NaN indicates insufficient data is available
Model Climatology 1970-1999 (mm)
 Year  Annual     NDJ     FMA     MJJ     ASO
        221.3   164.7   163.8   276.0   280.7
Timeseries in anomalies relative to 1970-1999 mean (%)
 Year  Annual     NDJ     FMA     MJJ     ASO
20th Century Model Run
 1960    9.69  -33.45    9.95    7.39    5.48
 1961  -10.09    1.50   -1.22  -30.26   -2.23
 1962    1.00  -10.44   -0.54   14.12   -4.30
 1963    3.68   13.63    3.99    2.90   -1.58
 1964   10.85   20.84   22.13    5.08    4.09
 1965  -10.53  -24.31   -8.19  -18.15    3.67
 1966    3.61   -6.84    2.04    3.30   10.96
 1967   -2.77    2.34  -12.09   -7.75    4.57
 1968   -4.68    1.09  -26.31    2.49   -2.47
 1969    7.04   16.26    9.23    5.27    2.10
 1970    7.22    9.33    2.92    2.33   13.31
 1971   -1.56    8.04   -3.65    6.83  -14.24
 1972   10.99   20.25    5.75   16.85    2.84
 1973    1.51  -22.69    3.78   17.39   -1.23
 1974    3.96   27.07  -22.53   15.24   -5.23
 1975    1.03   12.17   10.13    3.23  -12.97
 1976   -0.47  -17.07   -5.40   13.26   -1.35
 1977   -3.81   -9.83   -4.75  -11.28    7.61
 1978   -6.42  -13.00   -7.09   -0.79   -7.68
 1979   -2.17  -16.77   10.72   -7.72    4.33
 1980    0.73   -2.23  -18.05   18.64   -4.20
 1981    4.14   11.34   -9.49    4.47    7.55
 1982    6.80   -4.36   37.06   -8.96   11.18
 1983    0.54   -6.40   17.60    1.06   -5.86
 1984   -1.48    1.46    2.24  -11.77    4.76
 1985  -10.50  -31.88   -8.18   -3.22   -6.48
 1986    4.61   24.80  -10.07   -3.57    9.37
 1987   -1.83   11.65    4.10   -6.80   -8.31
 1988    2.36    9.44  -18.31   -4.77   17.27
 1989   -5.42  -17.16   -3.26    3.67   -8.71
 1990    2.72   29.93    8.43  -18.13    3.92
 1991   -5.95   -5.25  -13.26   -9.81    1.70
 1992    3.40    3.60    4.29   -2.88    8.94
 1993   -6.27   -7.24   21.84  -18.94   -9.63
 1994    2.48   -9.60   10.77    3.73    3.50
 1995   -2.86   -1.50  -16.11    9.15   -7.72
 1996   -0.54   12.13   -1.00  -11.89    3.45
 1997   -1.61   -4.98    3.59   -1.12   -3.15
 1998    3.02   -5.11   13.74    1.40    3.13
 1999   -4.62   -6.16  -15.80    4.41   -6.07
 2000     NaN     NaN     NaN     NaN     NaN
Projections under SRES A2 scenario
 2000    9.69  -23.65    2.88    4.84   10.19
 2001    5.50   -2.59    3.97    9.03    7.65
 2002  -15.00  -32.03   15.92  -19.50  -18.64
 2003  -10.54  -29.81   -4.74  -16.65    3.38
 2004  -12.48  -32.18   -5.64  -14.56   -2.87
 2005    9.02    7.97   11.97    6.60   10.28
 2006   -6.29  -21.55   15.22  -22.89    6.42
 2007    2.18   -0.87   19.37    2.61   -6.48
 2008   -3.71  -30.36   -7.85    3.68    7.06
 2009   -3.56   -9.08    4.08    0.09   -8.38
 2010   -6.93   11.91    7.81  -25.25   -8.58
 2011    2.36    0.59   10.30  -13.19   14.07
 2012    8.77   26.70   16.05   20.85  -17.88
 2013   -9.66   11.72  -13.91  -22.73   -6.88
 2014   -3.12   -5.44  -32.47   15.33   -2.77
 2015    1.10  -28.08    3.61   16.58    1.54
 2016  -11.26  -33.73  -37.74    7.47   -1.03
 2017   10.38    7.81   21.40    8.86    6.94
 2018    1.12   20.99  -13.29   -6.39    5.27
 2019  -12.59   -8.04   -6.25  -10.40  -21.10
 2020   -8.89  -19.81  -22.17   12.35  -15.63
 2021   -5.57   17.11   -9.81  -14.83   -7.31
 2022   -0.68    4.36    2.61   -1.42   -4.84
 2023    1.21   28.14    1.03  -11.84   -1.64
 2024   -0.11   -9.51   13.90    3.28   -6.12
 2025   -1.25  -26.36  -17.04   16.71    5.04
 2026  -10.24  -24.40   -9.86   -7.64   -4.72
 2027   -1.89   -3.05  -17.38   -4.88   10.76
 2028   -8.78   -8.11    4.92  -12.67  -13.36
 2029   -3.17  -19.85    7.02    8.50  -10.79
 2030   -2.46   10.51    1.88  -20.08    4.72
 2031    6.05    4.70  -16.79    2.16   23.99
 2032   -2.92  -20.51  -11.08    3.25    6.09
 2033    9.10  -27.23   13.89    6.82   29.86
 2034    0.91   -6.46   -0.11   -4.30   10.94
 2035   -9.16  -32.33  -17.26  -20.60   20.40
 2036   -3.50    8.92    8.00  -18.05   -3.18
 2037   -8.52  -10.07   -9.83  -15.67    0.19
 2038    2.06  -13.72    0.97    5.41    8.65
 2039   -0.72    7.27   17.30  -14.06   -2.81
 2040   12.06  -19.13   13.80    8.80   32.56
 2041    1.50  -22.10    8.27    5.45    7.50
 2042   -1.65  -14.45   -4.93    7.77   -1.50
 2043   -3.69  -29.31  -21.57    5.70   12.55
 2044  -12.35   -8.10   21.83  -16.26  -30.95
 2045    0.89   16.39   20.13    4.06  -22.56
 2046   -3.39    2.19   11.75   -8.90  -10.09
 2047    2.76    0.59    1.92   15.45   -7.94
